Headquarter,Size,Founded,Type,Industry,Revenue,Employer,Job_Title,Basic_Pay,Avg_Pay,Rating,Positive,Negative,Neutral,Online,Campus,Refferal,City,Monthly
Germany,1001 to 5000 Employees,49.0,Private,Information Technology,$10+ billion (USD),HRS Group,Data Scientist,453244.0,453244.0,2.9,32.0,50.0,18.0,60.0,20.0,10.0,Mumbai,No
New York,10000+ Employees,98.0,Public,Information Technology,$5 to $10 billion (USD),Nielsen,Data Scientist,1103621.5,1103621.5,3.7,65.0,14.0,21.0,46.0,25.0,14.0,Mumbai,No
India,1001 to 5000 Employees,16.0,Private,Information Technology,$100 to $500 million (USD),CitiusTech,Data Scientist,1947465.0,1947465.0,3.8,52.0,33.0,15.0,26.0,19.0,17.0,Mumbai,No
Illinois,1001 to 5000 Employees,95.0,Private,Consulting,$1 to $2 billion (USD),Kearney,Data Scientist,2788425.5,2788425.5,4.2,67.0,12.0,21.0,39.0,37.0,12.0,Mumbai,No
Connecticut,10000+ Employees,10.0,Public,Transportation,$10+ billion (USD),XPO Logistics,Data Scientist,2504262.5,2504262.5,3.6,55.0,32.0,12.0,59.0,13.0,9.0,Mumbai,No
India,51 to 200 Employees,6.0,Private,Education,$25 to $50 million (USD),INSOFE,Data Scientist,2013864.5,2013864.5,3.4,100.0,50.0,50.0,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
India,201 to 500 Employees,25.0,Private,Banking/Finance,$50 to $100 million (USD),DSP Investment Managers Pvt. Ltd.,Data Scientist,2735413.5,1142503.68,3.8,78.0,22.0,44.0,33.0,22.0,13.633165829145726,Mumbai,No
India,51 to 200 Employees,6.0,Private,Outsource,$25 to $50 million (USD),Komli Media,Data Scientist,2532931.0,2532931.0,3.5,45.0,9.0,45.0,27.0,27.0,18.0,Mumbai,No
India,501 to 1000 Employees,19.0,Private,Consulting,$10+ billion (USD),10FA India,Data Scientist,1396171.0,1396171.0,4.3,100.0,100.0,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
California,10000+ Employees,42.0,Public,Information Technology,$2 to $5 billion (USD),Teradata,Data Scientist,58156.5,58156.5,4.1,63.0,24.0,13.0,37.0,21.0,16.0,Mumbai,No
India,1001 to 5000 Employees,25.0,Private,Information Technology,$10+ billion (USD),People Group,Data Scientist,869839.5,869839.5,4.3,75.0,14.0,11.0,29.0,22.0,17.0,Mumbai,No
India,201 to 500 Employees,3.0,Public,Information Technology,$10+ billion (USD),ZEE5,Data Scientist,120996.0,120996.0,3.1,56.0,22.0,22.0,38.0,25.0,25.0,Mumbai,No
India,1 to 50 Employees,2.0,Private,Information Technology,$1 to $5 million (USD),Daten & Wissen,Data Scientist,504195.0,504194.5,4.8,63.94645441389291,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
Australia,501 to 1000 Employees,11.0,Public,Outsource,$25 to $50 million (USD),Freelancer,Data Scientist,15804.0,15804.0,4.2,66.0,19.0,15.0,65.0,9.0,8.0,Mumbai,No
Pennsylvania,1001 to 5000 Employees,10.0,Private,Information Technology,$5 to $10 million (USD),Accion Labs,Data Scientist,2298263.0,2298263.0,4.0,37.0,54.0,9.0,42.0,24.0,19.0,Mumbai,No
India,51 to 200 Employees,6.0,Private,Information Technology,$25 to $50 million (USD),Locobuzz,Data Scientist,1200264.0,1200264.0,3.7,33.0,67.0,33.0,33.0,33.0,13.633165829145726,Mumbai,No
New Joursey,1001 to 5000 Employees,22.0,Private,Consulting,$10+ billion (USD),GEP,Data Scientist,844717.5,844717.5,3.9,60.0,22.0,19.0,48.0,21.0,14.0,Mumbai,No
Illinois,5001 to 10000 Employees,37.0,Public,Banking/Finance,$1 to $2 billion (USD),Morningstar,Data Scientist,785120.0,780757.0,4.1,63.0,18.0,19.0,53.0,25.0,10.0,Mumbai,No
India,201 to 500 Employees,8.0,Private,Information Technology,$25 to $50 million (USD),Datametica,Data Scientist,920048.5,920048.5,3.6,79.0,17.0,3.0,38.0,26.0,14.0,Mumbai,No
France,10000+ Employees,21.0,Public,Banking/Finance,$10+ billion (USD),BNP Paribas,Data Scientist,1839051.0,1839051.0,3.7,64.0,13.0,23.0,49.0,17.0,11.0,Mumbai,No
Ireland,10000+ Employees,32.0,Public,Consulting,$10+ billion (USD),Accenture,Data Scientist,1143050.0,1143050.0,4.0,70.0,13.0,17.0,37.0,29.0,12.0,Mumbai,No
India,10000+ Employees,27.0,Public,Banking/Finance,$10+ billion (USD),ICICI Bank,Data Scientist,662587.5,662587.5,3.6,70.0,9.0,21.0,39.0,28.0,8.0,Mumbai,No
India,10000+ Employees,65.0,Public,Manufacturing,$10+ billion (USD),Mahindra,Data Scientist,1923008.0,1923008.0,4.0,78.0,9.0,13.0,52.0,14.0,11.0,Mumbai,No
India,51 to 200 Employees,6.0,Private,Banking/Finance,$25 to $50 million (USD),Decimal Point Analytics,Data Scientist,1158198.38,1142503.68,3.4,63.0,9.0,28.0,49.0,33.0,7.0,Mumbai,No
Kuwait,51 to 200 Employees,3.0,Private,Banking/Finance,Less than $1 million (USD),Unimoni,Data Scientist,2661138.0,2661138.0,3.2,71.0,14.0,14.0,46.0,31.0,8.0,Mumbai,No
Germany,201 to 500 Employees,10.0,Private,Consulting,$1 to $5 million (USD),Innoplexus,Data Scientist,1176617.0,1176617.0,3.9,58.0,19.0,22.0,33.0,24.0,24.0,Pune,No
Netherlands,10000+ Employees,185.0,Public,Consulting,$2 to $5 billion (USD),Wolters Kluwer,Data Scientist,1122487.0,1122487.0,3.7,51.0,31.0,18.0,44.0,23.0,12.0,Pune,No
India,10000+ Employees,110.0,Public,Information Technology,$10+ billion (USD),IBM,Data Scientist,1265323.0,1265324.0,3.9,69.0,12.0,19.0,43.0,22.0,14.0,Pune,No
India,5001 to 10000 Employees,20.0,Public,Information Technology,$500 million to $1 billion (USD),Zensar Technologies,Data Scientist,668962.0,668962.0,3.5,67.0,18.0,15.0,40.0,19.0,13.0,Pune,No
India,1 to 50 Employees,5.0,Private,Information Technology,$25 to $50 million (USD),ThinkBumblebee Analytics,Data Scientist,943408.0,943408.0,3.5,100.0,50.0,50.0,42.9423676012461,21.65818759936407,13.633165829145726,Pune,No
New Joursey,10000+ Employees,27.0,Public,Consulting,$10+ billion (USD),Cognizant Technology Solutions,Data Scientist,612265.0,632674.0,3.7,73.0,13.0,14.0,43.0,23.0,10.0,Pune,No
Ireland,10000+ Employees,32.0,Public,Consulting,$10+ billion (USD),Accenture,Data Scientist,1150321.0,1255652.0,4.0,70.0,13.0,17.0,37.0,29.0,12.0,Pune,No
India,501 to 1000 Employees,15.0,Private,Consulting,$25 to $50 million (USD),SG Analytics,Data Scientist,783602.0,813417.0,3.6,59.0,22.0,19.0,32.0,18.0,16.0,Pune,No
India,10000+ Employees,35.0,Public,Information Technology,$2 to $5 billion (USD),Tech Mahindra,Data Scientist,916971.0,916971.0,3.6,64.0,18.0,19.0,38.0,23.0,11.0,Pune,No
India,10000+ Employees,40.0,Public,Information Technology,$10+ billion (USD),Infosys,Data Scientist,784457.0,724301.0,3.8,77.0,9.0,15.0,55.0,21.0,12.0,Pune,No
India,10000+ Employees,76.0,Public,Information Technology,$5 to $10 billion (USD),Wipro,Data Scientist,806471.5,1038728.0,3.7,70.0,13.0,17.0,44.0,23.0,11.0,Pune,No
France,10000+ Employees,54.0,Public,Information Technology,$10+ billion (USD),Capgemini,Data Scientist,1149841.0,775536.0,3.9,74.0,14.0,13.0,35.0,28.0,14.0,Pune,No
India,10000+ Employees,24.0,Public,Information Technology,$10+ billion (USD),LTI,Data Scientist,765000.0,800000.0,3.6,69.0,16.0,15.0,60.0,15.0,9.0,Pune,No
Michigan,10000+ Employees,41.0,Private,Information Technology,$1 to $2 billion (USD),Atos-Syntel,Data Scientist,952023.5,413867.0,3.5,67.0,14.0,19.0,36.0,32.0,12.0,Pune,No
United Kingdom,10000+ Employees,331.0,Public,Banking/Finance,$10+ billion (USD),Barclays,Data Scientist,1354677.0,1200000.0,4.1,62.0,16.0,22.0,53.0,17.0,12.0,Pune,No
Switzerland,10000+ Employees,165.0,Public,Banking/Finance,$10+ billion (USD),Credit Suisse,Data Scientist,1073914.5,1389588.0,3.9,67.0,13.0,21.0,50.0,20.0,11.0,Pune,No
India,1001 to 5000 Employees,42.0,Private,Banking/Finance,$10+ billion (USD),Bajaj Finance,Data Scientist,1436427.5,934725.0,3.8,69.0,15.0,16.0,42.0,23.0,19.0,Pune,No
